          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total    107  recv_total    107

node   2  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  21,    0) (   3,    3) (   0,   21) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    3) (   0,    6) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    3) (   0,    6) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   9,    3) (   0,   28) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total     51  recv_total     73

node   3  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  33,    0) (  53,   53) (   0,   33) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   1,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   1,    1) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) ( 159,   53) (   0,   80) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
